label,case,p,margin,source,content,content_norm
fake_urgency,FP_near,0.5876356102969027,0.23763561029690272,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,Visto 744 veces hoy,Visto __NUM__ veces hoy
fake_urgency,FP_near,0.5857771835462213,0.23577718354622135,wish,8 tamaños,__NUM__ tamaños
fake_urgency,FP_near,0.5690581910405447,0.2190581910405447,wish,4 colores,__NUM__ colores
fake_urgency,FP_near,0.5551801207206467,0.20518012072064673,temu,Llega a AR en tan solo 3 días hábiles después del envío,Llega a AR en tan solo __TIMER__hábiles después del envío
fake_urgency,FP_near,0.5539773732456873,0.20397737324568732,temu,SOLO QUEDAN(N) 3,SOLO QUEDAN(N) __NUM__
fake_urgency,FP_near,0.5498518353310392,0.19985183533103923,aruneshmathur_dark_patterns,SAVE $200 OFF PUFFY,SAVE $__NUM__ OFF PUFFY
fake_urgency,FP_near,0.5485795600268726,0.1985795600268726,IA,Clase de yoga termina en 10 minutos,Clase de yoga termina en __NUM__ minutos
fake_urgency,FP_near,0.5418075098775912,0.1918075098775912,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,2049 vendidos en los últimos 7 días,__SOCIAL_COUNT__ en los últimos __TIMER__
fake_urgency,FP_near,0.5247212490989259,0.17472124909892595,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,8 clientes han comprado hoy,__NUM__ clientes han comprado hoy
fake_urgency,FP_near,0.5207406321980996,0.17074063219809965,boots,Muy pronto,Muy pronto
fake_urgency,FP_near,0.5200807613180124,0.17008076131801242,IA,Su sesión expira en 5 minutos,Su sesión expira en __NUM__ minutos
fake_urgency,FP_near,0.4928837349511423,0.14288373495114232,IA,gana descuentos exclusivos,gana descuentos exclusivos
fake_urgency,FP_near,0.4881490491287942,0.13814904912879422,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,273 unidades vendidas en los últimos 30 días,__NUM__ unidades vendidas en los últimos __TIMER__
fake_urgency,FP_near,0.48246520882426247,0.1324652088242625,Delish,Mostrame 14 recetas simples,Mostrame __NUM__ recetas simples
fake_urgency,FP_near,0.47047532157145533,0.12047532157145535,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,Comprado 6 veces esta semana.,Comprado __NUM__ veces esta semana.
fake_urgency,FP_near,0.4658629400425992,0.11586294004259923,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,30 visitantes en tiempo real ahora mismo,__NUM__ visitantes en tiempo real ahora mismo
fake_urgency,FP_near,0.46161807941978167,0.11161807941978169,wish,¡Solo 9 restantes!,¡Solo __NUM__ restantes!
fake_urgency,FP_near,0.45846740677429926,0.10846740677429928,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,¡Tendencia ahora! Añadido a la cesta 490 veces hoy,¡Tendencia ahora! Añadido a la cesta __NUM__ veces hoy
fake_urgency,FP_near,0.45128861493884603,0.10128861493884606,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,¡MUY POPULAR! 21 comprados en los últimos 7 días.,¡MUY POPULAR! __SOCIAL_COUNT__ en los últimos __TIMER__.
fake_urgency,FP_near,0.44357523379927094,0.09357523379927096,ClickUp,"No, quiero perder 1 dia por semana","No, quiero perder __TIMER__por semana"
fake_urgency,FP_near,0.4359957766073733,0.08599577660737334,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,227 ya comprados,__NUM__ ya comprados
fake_urgency,FP_near,0.42598098657697003,0.07598098657697006,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,210+ comprados,__NUM__+ comprados
fake_urgency,FP_near,0.42300384475062197,0.073003844750622,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,Compraré sin descuento,Compraré sin descuento
fake_urgency,FP_near,0.4212256854235778,0.07122568542357782,eBook,Descargar ahora,Descargar ahora
fake_urgency,FP_near,0.41996705172228055,0.06996705172228057,Desconocido,"Si, amo las ofertas","Si, amo las ofertas"
fake_urgency,FP_near,0.4127783583493504,0.06277835834935042,Desconocido,Tiempo Restante para tu Año Nuevo,Tiempo Restante para tu Año Nuevo
fake_urgency,FP_near,0.40778920174165123,0.05778920174165125,IA,El examen comienza en 30 segundos,El examen comienza en __NUM__ segundos
fake_urgency,FP_near,0.40771878242159426,0.057718782421594284,fravega,Válido del 26/12 al 6/01,Válido del __DATE__ al __DATE__
fake_urgency,FP_near,0.40056564088550534,0.05056564088550536,eBook,Reject the ebook,Reject the ebook
fake_urgency,FP_near,0.3979009852563644,0.04790098525636444,ebay,Último,Último
fake_urgency,FP_near,0.38355075876001293,0.033550758760012955,Desconocido,Cuenta regresiva de Año Nuevo,Cuenta regresiva de Año Nuevo
fake_urgency,FP_near,0.3811147539768639,0.031114753976863918,bozoom,¡Quedan solo 2 en stock!,¡Quedan solo __NUM__ en stock!
fake_urgency,FP_near,0.37549742652595997,0.025497426525959987,[https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv](https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv),Demanda extremadamente alta: espera de 2 a 4 semanas para que llegue (por las dudas). Límite de 4 por persona!,Demanda extremadamente alta: espera de __NUM__ a __NUM__ semanas para que llegue (por las dudas). Límite de __NUM__ por persona!
fake_urgency,FP_near,0.3660445004250396,0.01604450042503963,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,2 visitas por hora,__SOCIAL_COUNT__ por hora
fake_urgency,FP_near,0.36262396469405356,0.01262396469405358,IA,Tu sesión caducará en 1 minuto,Tu sesión caducará en __NUM__ minuto
fake_urgency,FP_near,0.3608703133795852,0.010870313379585217,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,436 usuarios están activos ahora mismo,__NUM__ usuarios están activos ahora mismo
fake_urgency,FP_near,0.3606731861542224,0.010673186154222414,IA,El partido empieza en 15 minutos,El partido empieza en __NUM__ minutos
fake_urgency,FP_near,0.3604195367329192,0.010419536732919232,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,EL MÁS POPULAR,EL MÁS POPULAR
fake_urgency,FP_near,0.3602779170543747,0.010277917054374697,[https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv](https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv),ALTA DEMANDA,ALTA DEMANDA
fake_urgency,FP_near,0.3602779170543747,0.010277917054374697,[https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv](https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv),Alta demanda,Alta demanda
fake_urgency,FP_near,0.3582582114397929,0.00825821143979294,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,¡Consíguelo rápido! 14 añadidos a la bolsa hoy,¡Consíguelo rápido! __SOCIAL_COUNT__ a la bolsa hoy
fake_urgency,FP_near,0.3561399301509509,0.006139930150950934,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,61 personas ya han comprado este producto hoy con un 50% de descuento,__PEOPLE__ ya han comprado este producto hoy con un __NUM__% de descuento
fake_urgency,FP_near,0.352828860801399,0.002828860801399047,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,¡Estilo de tendencia! Vendido 4 veces hoy,¡Estilo de tendencia! Vendido __NUM__ veces hoy
shaming,FN_near,0.2829313290904152,-0.0670686709095848,Desconocido,"Si, amo las ofertas","Si, amo las ofertas"
shaming,FN_near,0.23434344696957957,-0.11565655303042041,Baeldung,Continuar sin apoyarnos,Continuar sin apoyarnos
shaming,FN_near,0.22384537430400125,-0.12615462569599872,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,Compraré sin descuento,Compraré sin descuento
shaming,FN_near,0.17103678227977964,-0.17896321772022034,eBook,Reject the ebook,Reject the ebook
shaming,FN_near,0.1360618240394484,-0.2139381759605516,Desconocido,Soy una mala persona,Soy una mala persona
shaming,FP_near,0.9929833040610748,0.6429833040610748,Desconocido,No gracias,No gracias
shaming,FP_near,0.86667279252744,0.51667279252744,Amazon,"No, lo quiero devolver","No, lo quiero devolver"
shaming,FP_near,0.8358627489079414,0.48586274890794146,Desconocido,No quiero suscribirme en este momento,No quiero suscribirme en este momento
shaming,FP_near,0.7178766674717322,0.3678766674717322,LaNacion,Quiero mi código,Quiero mi código
shaming,FP_near,0.6942723271859338,0.3442723271859338,Desconocido,"Si, me quiero registrar","Si, me quiero registrar"
shaming,FP_near,0.6637008704373266,0.31370087043732664,aprendoseo,Quiero más info,Quiero más info
shaming,FP_near,0.6409506455874219,0.2909506455874219,aprendoseo,Quiero saber más,Quiero saber más
shaming,FP_near,0.6072048140906752,0.2572048140906752,aprendoseo,Quiero aprender SEO,Quiero aprender SEO
shaming,FP_near,0.530060891239526,0.18006089123952607,JuanMenorio,Quiero una consultoría digital,Quiero una consultoría digital
shaming,FP_near,0.4829536394874136,0.13295363948741362,email,"Si, lo quiero","Si, lo quiero"
shaming,FP_near,0.473601469579116,0.123601469579116,Desconocido,Cancelar mi suscripción,Cancelar mi suscripción
shaming,FP_near,0.3673017232091266,0.017301723209126596,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,NO DEJES QUE SE ESCAPEN Varias personas han visto este artículo recientemente.,NO DEJES QUE SE ESCAPEN Varias personas han visto este artículo recientemente.
social_proof,FN_near,0.3737191666563759,-0.026280833343624077,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,"Tristan en Markham, Canadá, compró una camiseta de béisbol Dragon","Tristan en Markham, Canadá, compró una camiseta de béisbol Dragon"
social_proof,FN_near,0.3677029741522263,-0.032297025847773664,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,65% de nuestros clientes añadieron protección Surefit este año.,__NUM__% de nuestros clientes añadieron protección Surefit este año.
social_proof,FN_near,0.35054532687144224,-0.049454673128557725,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,#6 Más vendido en Alfombras. Este artículo fue visto 92 veces ayer.,#__NUM__ Más vendido en Alfombras. Este artículo fue visto __NUM__ veces ayer.
social_proof,FN_near,0.35022427839804643,-0.04977572160195354,https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv,45 AÑADIDOS A LA BOLSA EN LAS ÚLTIMAS 24 HORAS,__SOCIAL_COUNT__ A LA BOLSA EN LAS __SCARCITY__ HORAS
